skeleton	glycans	primary_class	oversized	unsaturated	open_chain	polyol	undersized	no_anomeric	unknown_stereo	nC	first	last
a1xx1m	8	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a1xxh	8	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a221xm	8	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2d21h	8	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a2x11m	8	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2x22A	8	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
add12m	8	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ax12x2h	8	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
ax1xxA	8	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
axx1xA	8	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
axxxm	8	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_METHYL_L
h2112m	8	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
hO122h	8	no_anomeric_other	0	0	0	0	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
ha21xh	8	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hax21h	8	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
oxxxxh	8	open_chain	0	0	1	0	0	1	1	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
Aad2112h	7	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad211x2h	7	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx1xxxh	7	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
a122m	7	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_METHYL_L
a12xh	7	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a1d1h	7	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
a1d21h	7	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a1x21m	7	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a1xdxh	7	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a211xA	7	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a22x1m	7	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2x2xA	7	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
aO122h	7	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ad111h	7	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
adx11m	7	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
adx2xm	7	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax2xxA	7	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
axxx1A	7	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
h11m	7	polyol	0	0	0	1	1	1	0	4	SZ3_HYDROXYL	SZ3_METHYL_L
h1222h	7	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hO22h	7	no_anomeric_other	0	0	0	0	0	1	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
hOh	7	undersized	0	0	0	0	1	1	0	3	SZ3_HYDROXYL	SZ3_HYDROXYL
ha122m	7	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
AOd21122h	6	no_anomeric_other	0	0	0	0	0	1	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad1121h	6	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad12222h	6	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad22211h	6	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadxxx12h	6	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
a111m	6	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_METHYL_L
a1121dh	6	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a112m	6	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_METHYL_L
a12221h	6	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a15h	6	undersized	0	0	0	0	1	0	0	4	SZX_ANOMER	SZ3_HYDROXYL
a21x1A	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a21x1h	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a22d2h	6	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a22xxh	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2d2xh	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2dx1m	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2dxh	6	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a2x1xm	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2x21A	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a2xd2h	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad1xxh	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad22xh	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad22xm	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
axd1xh	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axx12m	6	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
A1121h	5	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
A11h	5	undersized	0	0	0	0	1	1	0	4	SZ2_ACID_U	SZ3_HYDROXYL
A12h	5	undersized	0	0	0	0	1	1	0	4	SZ2_ACID_U	SZ3_HYDROXYL
Aad1222h	5	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
a11d2m	5	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a11x1m	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a12eEA	5	unsaturated	0	1	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a1dxh	5	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a211xm	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a212xm	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a21O2h	5	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a221xh	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a22212h	5	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a222xm	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a261m	5	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_METHYL_L
a2O22h	5	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a2x11h	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2x12m	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2xdxh	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2xx1h	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2xxh	5	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
ad11xm	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ad122A	5	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
ad1d2m	5	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad21xm	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ad2d2m	5	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
adx22h	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
adxx2h	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
adxxxA	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
ax12m	5	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_METHYL_L
ax1x2A	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
ax211m	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax22m	5	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_METHYL_L
ax2xh	5	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
axx22A	5	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
h221h	5	polyol	0	0	0	1	0	1	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
ha11xh	5	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
ha1222h	5	standard	0	0	0	0	0	0	0	7	SZ3_HYDROXYL	SZ3_HYDROXYL
ha221m	5	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
o2122m	5	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
o212h	5	open_chain	0	0	1	0	0	1	0	5	SZ2_ALDEHYDE	SZ3_HYDROXYL
A1122h	4	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
A122h	4	no_anomeric_other	0	0	0	0	0	1	0	5	SZ2_ACID_U	SZ3_HYDROXYL
A2112h	4	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
A211h	4	no_anomeric_other	0	0	0	0	0	1	0	5	SZ2_ACID_U	SZ3_HYDROXYL
Aa112h	4	standard	0	0	0	0	0	0	0	6	SZ2_ACID_U	SZ3_HYDROXYL
Aad11111h	4	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad11121h	4	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad12xxh	4	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad21xxxh	4	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad22212h	4	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx1122h	4	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx1x2h	4	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
a1111A	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a11122h	4	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a111xA	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a112xm	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a11d1h	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a11xxm	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a121xm	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a12212h	4	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a12d1h	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a12x1h	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a12x2h	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1d12h	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a1d12m	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a1dxxh	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1x21h	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2122xh	4	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
a21d1h	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a22d1h	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a22h	4	undersized	0	0	0	0	1	0	0	4	SZX_ANOMER	SZ3_HYDROXYL
a2d21m	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a2x1xA	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a2x2m	4	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_METHYL_L
a2xx1m	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ad1x2h	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad1xh	4	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
ad621m	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad622m	4	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
adx12h	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax111h	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax121A	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
ax121m	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax1dxm	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax1xxm	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
axd22h	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axx2m	4	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_METHYL_L
axx2x2h	4	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
axxd2h	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axxd2m	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
axxx2m	4	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
h1122m	4	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
h21h	4	polyol	0	0	0	1	1	1	0	4	SZ3_HYDROXYL	SZ3_HYDROXYL
h21m	4	polyol	0	0	0	1	1	1	0	4	SZ3_HYDROXYL	SZ3_METHYL_L
h22m	4	polyol	0	0	0	1	1	1	0	4	SZ3_HYDROXYL	SZ3_METHYL_L
hO1222h	4	no_anomeric_other	0	0	0	0	0	1	0	7	SZ3_HYDROXYL	SZ3_HYDROXYL
ha111m	4	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
ha121m	4	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
ha12h	4	standard	0	0	0	0	0	0	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
ha1x1h	4	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
ha1xxh	4	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
ha211m	4	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
hax11h	4	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hax1xh	4	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
ma122m	4	standard	0	0	0	0	0	0	0	6	SZ3_METHYL_L	SZ3_METHYL_L
o122h	4	open_chain	0	0	1	0	0	1	0	5	SZ2_ALDEHYDE	SZ3_HYDROXYL
A2212h	3	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
A222h	3	no_anomeric_other	0	0	0	0	0	1	0	5	SZ2_ACID_U	SZ3_HYDROXYL
AOd1122h	3	no_anomeric_other	0	0	0	0	0	1	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad11211h	3	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad11212h	3	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad112x1h	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad11x12h	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad12x22h	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad21111m	3	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_METHYL_L
Aad2111xh	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad21121m	3	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_METHYL_L
Aad21122m	3	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_METHYL_L
Aad21212h	3	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad212x1h	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad21x21h	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad22x11h	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad22xxxh	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx1222h	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx12xxh	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx1x11h	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx2xxxh	3	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadxxx2h	3	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
a11121h	3	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a111xm	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a11212h	3	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a112x1h	3	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
a11dxh	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a11h	3	undersized	0	0	0	0	1	0	0	4	SZX_ANOMER	SZ3_HYDROXYL
a11xxA	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a121m	3	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_METHYL_L
a1222dh	3	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a12h	3	undersized	0	0	0	0	1	0	0	4	SZX_ANOMER	SZ3_HYDROXYL
a1d11m	3	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a1d1xh	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1x11h	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1x11m	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a1x1xxh	3	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
a1x21A	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a1xx2h	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a21112h	3	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a21121h	3	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a215h	3	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
a21O2m	3	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a21d1m	3	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a21h	3	undersized	0	0	0	0	1	0	0	4	SZX_ANOMER	SZ3_HYDROXYL
a21x1m	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a21xxm	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a22111h	3	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a2211A	3	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a22122h	3	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a2212xh	3	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
a221m	3	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_METHYL_L
a22xm	3	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_METHYL_L
a2611m	3	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a2d11h	3	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a2dd2h	3	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a2xdxm	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2xxxA	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
ad1xxm	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ad2dxm	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ad2xxm	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
addx1m	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax12x1h	3	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
ax12xxh	3	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
ax1xm	3	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_METHYL_L
ax212h	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax221h	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax2x2h	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axd1xm	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
axx2x1h	3	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
axxd1h	3	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axxxx1h	3	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
axxxx2h	3	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
h2121h	3	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
h2222h	3	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hO112h	3	no_anomeric_other	0	0	0	0	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hO11h	3	no_anomeric_other	0	0	0	0	0	1	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
hO12h	3	no_anomeric_other	0	0	0	0	0	1	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
hO1h	3	undersized	0	0	0	0	1	1	0	4	SZ3_HYDROXYL	SZ3_HYDROXYL
hO212h	3	no_anomeric_other	0	0	0	0	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hO21h	3	no_anomeric_other	0	0	0	0	0	1	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
hO2h	3	undersized	0	0	0	0	1	1	0	4	SZ3_HYDROXYL	SZ3_HYDROXYL
ha2xxh	3	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
haxx2m	3	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_METHYL_L
haxxxm	3	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_METHYL_L
maxx2m	3	standard	0	0	0	0	0	0	1	6	SZ3_METHYL_L	SZ3_METHYL_L
maxxxm	3	standard	0	0	0	0	0	0	1	6	SZ3_METHYL_L	SZ3_METHYL_L
o1122m	3	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
o2122A	3	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ2_ACID_U
o2211h	3	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
od112m	3	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
A111h	2	no_anomeric_other	0	0	0	0	0	1	0	5	SZ2_ACID_U	SZ3_HYDROXYL
A1221h	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
A122A	2	no_anomeric_other	0	0	0	0	0	1	0	5	SZ2_ACID_U	SZ2_ACID_U
A2121h	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
A2122A	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A21h	2	undersized	0	0	0	0	1	1	0	4	SZ2_ACID_U	SZ3_HYDROXYL
A2d1122h	2	no_anomeric_other	0	0	0	0	0	1	0	8	SZ2_ACID_U	SZ3_HYDROXYL
AO122h	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
Aad11112h	2	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad11122m	2	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_METHYL_L
Aad11x21m	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_METHYL_L
Aad11x22m	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_METHYL_L
